"img-link href","photo-count","list-view-price","list-view-date","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-location","img-wrp href","he-lazy-image src 2","img-wrp href 2","he-lazy-image src 3","listing-card--owner-info__firm-name","listing-card--owner-info__name","list-view-header"
"https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-kiralik/daire/158223-20","16","29.000","12-07-2025","2 +
                          1","105 m²","6
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Beylikdüzü / Adnan Kahveci Mah.","https://www.hepsiemlak.com/emlak-ofisi/next-real-estate-158223","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/7/6/4/0/9/4/4/1751963108-728945-44904676.jpeg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/2/2/8/5/1/f9ca1bc1-e41d-4404-9f0d-72e78a2179ac.jpg","Next Real Estate","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-kiralik/daire/158223-16","15","29.000","12-07-2025","2 +
                          1","100 m²","4
                        Yaşında","1. Kat","","","","İstanbul / Beylikdüzü / Kavaklı Mah.","https://www.hepsiemlak.com/emlak-ofisi/next-real-estate-158223","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/1/6/7/3/0/8/4/4/1750239691-9476662-44803761.jpeg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/2/2/8/5/1/f9ca1bc1-e41d-4404-9f0d-72e78a2179ac.jpg","Next Real Estate","",""
"https://www.hepsiemlak.com/istanbul-sariyer-kirecburnu-kiralik/daire/11217-9740","37","82.000","12-07-2025","3 +
                          1","165 m²","22
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Sarıyer / Kireçburnu Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-ahenk-11217","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/0/7/4/5/2/8/4/4/a1023c8d-6df0-491f-84db-f20c85b49b44.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/1/2/1/1/0/9a295213-cfd1-49d3-ae6a-7e2ae3253c81.jpg","Remax Ahenk","",""
"https://www.hepsiemlak.com/ankara-cankaya-prof-dr-ahmet-taner-kislali-kiralik/daire/1124-6096","38","42.500","12-07-2025","3 +
                          1","125 m²","30
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ankara / Çankaya / Prof. Dr. Ahmet Taner Kışlalı Mah.","https://www.hepsiemlak.com/emlak-ofisi/bircan-emlak-1124","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/4/6/2/7/7/8/4/4/a893a2f3-9f8b-4d48-b49f-4bd25a50c1a7.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/2/1/1/0/0/47eb0fcb-1c1e-441b-b407-20d217cc5ca4.jpg","Bircan Emlak","",""
"https://www.hepsiemlak.com/manisa-akhisar-efendi-kiralik/daire/144740-206","32","14.950","12-07-2025","2 +
                          1","105 m²","27
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Manisa / Akhisar / Efendi Mah.","https://www.hepsiemlak.com/emlak-ofisi/fahri-sertel-emlak-144740/fahri-sertel-4094301","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/4/5/7/0/8/8/4/4/21820f73-6725-41f1-b28f-804bcbc3a1dd.jpg","https://www.hepsiemlak.com/emlak-ofisi/fahri-sertel-emlak-144740","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/0/3/4/9/0/4/dd2a03db-4d91-417c-b5f2-8104f7aafea6.jpg","Fahri Sertel Emlak","Fahri
          Sertel",""
"https://www.hepsiemlak.com/manisa-akhisar-cumhuriyet-kiralik/daire/144740-208","32","15.500","12-07-2025","3 +
                          1","135 m²","3
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Manisa / Akhisar / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/fahri-sertel-emlak-144740/fahri-sertel-4094301","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/8/4/3/8/8/4/4/0f842518-b7e0-4d6a-9a83-c90c7f46de15.jpg","https://www.hepsiemlak.com/emlak-ofisi/fahri-sertel-emlak-144740","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/0/3/4/9/0/4/dd2a03db-4d91-417c-b5f2-8104f7aafea6.jpg","Fahri Sertel Emlak","Fahri
          Sertel",""
"https://www.hepsiemlak.com/manisa-akhisar-ataturk-kiralik/daire/144740-188","35","13.250","12-07-2025","3 +
                          1","128 m²","27
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Manisa / Akhisar / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/fahri-sertel-emlak-144740/fahri-sertel-4094301","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/2/8/0/1/1/7/4/4/ffaa3525-f282-43f2-b1bf-add5c8453f2c.jpg","https://www.hepsiemlak.com/emlak-ofisi/fahri-sertel-emlak-144740","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/0/3/4/9/0/4/dd2a03db-4d91-417c-b5f2-8104f7aafea6.jpg","Fahri Sertel Emlak","Fahri
          Sertel",""
"https://www.hepsiemlak.com/izmir-buca-kurucesme-kiralik/daire/128536-10","5","15.000","10-07-2025","1 +
                          1","65 m²","3
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İzmir / Buca / Kuruçeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/cagan-emlak-128536/cagan-emlak-3218797","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/4/6/5/2/4/7/4/4/0614bfd47e192b663d5a48a5da1d04524184868f479e38d87e7c61157c326caccefe94f96c8226be53a940f903ad5349.jpg","https://www.hepsiemlak.com/emlak-ofisi/cagan-emlak-128536","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/9/7/8/1/2/3/453394ce-bf5d-4141-a045-a40edd4a4e16.jpg","Çağan Emlak","Çağan
          Emlak",""
"https://www.hepsiemlak.com/izmir-buca-yaylacik-kiralik/daire/128536-12","15","15.000","10-07-2025","1 +
                          1","60 m²","2
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İzmir / Buca / Yaylacık Mah.","https://www.hepsiemlak.com/emlak-ofisi/cagan-emlak-128536/cagan-emlak-3218797","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/6/5/2/4/7/4/4/c794d484b7566a96a9fff8f0f9e9e162b2aba1f40163469f815a7d6c40b5b3430e5dbca91b86ee1102d45d4b31041b8f.jpg","https://www.hepsiemlak.com/emlak-ofisi/cagan-emlak-128536","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/9/7/8/1/2/3/453394ce-bf5d-4141-a045-a40edd4a4e16.jpg","Çağan Emlak","Çağan
          Emlak",""
"https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-kiralik/daire/1540-566","32","105.000","11-07-2025","3 +
                          1","106 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Kadıköy / Caddebostan Mah.","https://www.hepsiemlak.com/emlak-ofisi/keller-williams-ekol-1540/murat-acar-1540","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/2/0/8/1/6/8/4/4/b95596ca-ac0f-4429-ad2c-0a48dbdafc63.jpg","https://www.hepsiemlak.com/emlak-ofisi/keller-williams-ekol-1540","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/4/5/1/0/0/34feddf9-236b-461c-b895-4c307f357993.jpg","Keller Wıllıams Ekol","Murat
          Acar",""
"https://www.hepsiemlak.com/ankara-kecioren-kuscagiz-kiralik/daire/154215-99","28","22.000","11-07-2025","3 +
                          1","125 m²","20
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ankara / Keçiören / Kuşcağız Mah.","https://www.hepsiemlak.com/emlak-ofisi/celal-yavuz-efe-gayrimenkul-154215","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/4/6/5/2/9/4/4/1752241974412-44925646.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/1/2/4/5/1/696ae097-17bd-40e0-bc0a-4bc0f88a3e74.jpg","Celal Yavuz Efe Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-sahil-kiralik/daire/135879-303","28","45.000","11-07-2025","3 +
                          1","160 m²","Sıfır Bina","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Beylikdüzü / Sahil Mah.","https://www.hepsiemlak.com/emlak-ofisi/live-turkey-yapi-insaat-135879/live-turkey-3659317","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/3/9/5/9/9/8/4/4/99d602da-e01b-4ab7-b8b4-213b28db8ee3.jpg","https://www.hepsiemlak.com/emlak-ofisi/live-turkey-yapi-insaat-135879","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/1/3/9/5/6/3/f2fba9b4-a6ed-4461-a7ea-902e81e6e871.jpg","Live Turkey Yapı İnşaat","Lıve
          Turkey",""
"https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/daire/1358-3948","19","145.000","11-07-2025","5 +
                          1","240 m²","40
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / Teşvikiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/1-e-1-emlak-1358/mehmet-dermancioglu-1358","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/1/4/6/7/0/9/4/4/a5e38a31-d885-4a64-8fad-68f3953f73d8.jpg","https://www.hepsiemlak.com/emlak-ofisi/1-e-1-emlak-1358","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/5/3/1/0/0/d8654ea3-df3d-4676-89da-2e5a8a2276a7.jpg","1-e-1 Emlak","Mehmet
          Dermancıoğlu",""
"https://www.hepsiemlak.com/kayseri-kocasinan-fevzi-cakmak-kiralik/daire/140361-82","19","15.000","11-07-2025","3 +
                          1","150 m²","16
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kayseri / Kocasinan / Fevzi Çakmak Mah.","https://www.hepsiemlak.com/emlak-ofisi/yalcin-emlak-140361/naim-yalcin-3934170","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/3/2/0/3/5/8/4/4/d801583ec59eccad785efc3cd69c0a4d882bedd4e35d34f959e2ee6043ca76f9e6b3264f8010beb7a92d54f1dcce3b9a.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/7/1/4/3/9/3/7ec3e224-5ea2-4811-bd34-4b97cb6c2485.jpg","Yalçın Emlak","Naim
          Yalçın",""
"https://www.hepsiemlak.com/ankara-cankaya-kazim-ozalp-kiralik/daire/4537-11066","29","35.000","12-07-2025","1 +
                          1","60 m²","35
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ankara / Çankaya / Kazım Özalp Mah.","https://www.hepsiemlak.com/emlak-ofisi/borsem-kuleli-temsilciligi-4537/okan-erden-4537","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/3/5/4/0/0/2e56f0ee-5c1f-46c5-abe1-a5e527a13bb4.jpg","https://www.hepsiemlak.com/emlak-ofisi/borsem-kuleli-temsilciligi-4537","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/3/5/4/0/0/8623a966-1a3c-4625-b927-b097db0df02a.jpg","Borsem Kuleli Temsilciliği","Okan
          Erden","Çankaya Gaziosmanpaşa Koza Da 1+1 Eşyalı Mobilyalı Giderler Dahil Balkonlu Manzaralı Asansörlü Daire"
"https://www.hepsiemlak.com/ankara-kecioren-asagi-eglence-kiralik/daire/135726-1045","17","22.500","12-07-2025","2 +
                          1","100 m²","30
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ankara / Keçiören / Aşağı Eğlence Mah.","https://www.hepsiemlak.com/emlak-ofisi/uzun-emlak-135726/nurettin-uzun-3652417","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/1/4/2/5/6/3/54cac56f-976b-4b9f-ad5d-525f6d60f8bc.jpg","","","Uzun Emlak","Nurettin
          Uzun","Tevfik Sağlam Caddesinde 2+1 Bağımsız Eşyalı Giriş Ön Cephe"
"https://www.hepsiemlak.com/ankara-cankaya-sehit-cevdet-ozdemir-kiralik/daire/9228-58","19","32.000","12-07-2025","3 +
                          1","110 m²","20
                        Yaşında","3. Kat","","","","Ankara / Çankaya / Şehit Cevdet Özdemir Mah.","https://www.hepsiemlak.com/emlak-ofisi/aydinlik-emlak-9228/recep-turkmen-9228","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/2/2/9/0/0/1eb00b19-ef42-4f97-973b-3fa2af0c825a.jpg","","","Aydınlık Emlak","Recep
          Türkmen","Sokullu Mimar Caddesinde 3+1kiralık Daire"
"https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/daire/145273-94","12","27.250","12-07-2025","1 +
                          1","70 m²","4
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Kağıthane / Ortabayır Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/8/9/2/9/4/4/1752325924-125298-44929864.jpeg","","","","","Ortabayırda 1+1 Kapalı Mutfak Eşyalı Daire"
"https://www.hepsiemlak.com/izmir-konak-altintas-kiralik/daire/125039-457","23","18.000","12-07-2025","2 +
                          1","95 m²","30
                        Yaşında","Çatı Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İzmir / Konak / Altıntaş Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/1/7/0/8/4/4/1750262747329-44807155.jpg","","","","","Üçyol Metro Yakını İnönü Caddesinin Bir Sokak Altında Full Deniz Manzaralı Doğalgazlı Yapılı 2+1"
"https://www.hepsiemlak.com/ankara-polatli-cumhuriyet-kiralik/daire/54400-6689","14","10.500","25-06-2025","2 +
                          1","100 m²","25
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ankara / Polatlı / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/dogan-gayrimenkul-danismanligi-54400/husna-sevval-erdogan-4029075","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/3/6/8/1/4/4/1739454367132-44186375.jpg","https://www.hepsiemlak.com/emlak-ofisi/dogan-gayrimenkul-danismanligi-54400","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Doğan Gayrimenkul Danışmanlığı","Hüsna Şevval
          Erdoğan","Ankara Polatlı Cumhuriyet Mahallesi 2+1 Arakat Kiralık Daire"
"https://www.hepsiemlak.com/aydin-soke-celtikci-kiralik/daire/156725-29","6","23.000","12-07-2025","2 +
                          1","120 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın / Söke / Çeltikçi Mah.","https://www.hepsiemlak.com/emlak-ofisi/cihan-emlak-soke-156725","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/2/7/2/6/4/4/1751548662-820785-44627206.jpeg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/7/6/5/1/a2989089-dc6a-4105-9c05-51825bd6b93f.jpg","Cihan Emlak Söke","","Cihan Emlak Kiralık Daire Sıfır"
"https://www.hepsiemlak.com/samsun-ilkadim-kilicdede-kiralik/daire/136563-391","22","12.000","12-07-2025","2 +
                          1","95 m²","35
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Samsun / İlkadım / Kılıçdede Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/6/3/2/9/4/4/1752226804-204967-44923624.jpeg","","","","","Exper Gayrimenkulden Uğur Mumcu Parkında Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/112804-393","17","33.000","11-07-2025","2 +
                          1","90 m²","30
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / Mecidiyeköy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/6/6/7/8/3/4/1bb10ec1-a638-4f1f-b088-864e2c16d185.jpg","","","","","Mecidiyeköy Mah. Metroya 3 Dakika Yürüme Mesafesinde Eşyalı Güzel Daire"
"https://www.hepsiemlak.com/kocaeli-izmit-karadenizliler-kiralik/daire/84758-294","14","24.000","13-07-2025","3 +
                          1","140 m²","3
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kocaeli / İzmit / Karadenizliler Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/1/8/1/5/8/3/1646905167540-38518123.jpg","","","","","Esen-Ce'den Karadenizliler Mah. 3+1, Yeni Bina , Kiralik Bahçe Dubleksi"
